Id,Month,Day,Year,Site,SpeciesCode,IndividualID,Sex,Detection,Distance,FlightDirection,Behavior,BirdHeight,LocationinPlant,PlantGenus,SunorShade,NumFlowersVisited,Comments
1234,6,19,2013,PL/SC,BBLH,,F,V,3,W,H,6,Upper,CELTIS,Sun,,MOTHER
1235,6,19,2013,PL/SC,BBLH,,F,V,3,W,F1,6,Upper,CELTIS,Sun,,MOTHER
1236,6,19,2013,PL/SC,BBLH,,F,V,3,E,HH,5,Upper,CELTIS,Sun,,
1237,6,19,2013,PL/SC,BBLH,,F,V,3,E,P,5,Upper,CELTIS,Sun,,
1238,6,19,2013,PL/SC,BBLH,,F,V,3,E,MF,5,Upper,CELTIS,Sun,,FEEDING
1239,6,19,2013,PL/SC,BBLH,,U,S,,W,V,,,,,,
1241,6,19,2013,PL/SC,BBLH,,U,S,30,,V,,,,,,
1243,6,19,2013,PL/SC,BBLH,,M,V,10,NW,F1,,,,,,
1244,6,19,2013,PL/SC,BBLH,,M,V,10,NW,P,10,Middle,SALIX,Shade,,
1245,6,19,2013,PL/SC,BBLH,,M,V,10,NW,F1,,,,,,
1247,6,19,2013,PL/SC,BBLH,,M,V,8,,P,3,Upper,MESQUITE,,,JUVENILE
1248,6,19,2013,PL/SC,BBLH,,M,V,8,,F1,,,,,,JUVENILE
1249,6,19,2013,PL/SC,BBLH,,M,V,8,,P,4,Upper,CELTIS,,,JUVENILE
1250,6,19,2013,PL/SC,BBLH,,M,V,8,,F1,,,,,,JUVENILE
1251,6,19,2013,PL/SC,BBLH,,M,V,8,,P,3,Upper,CELTIS,,,JUVENILE
1252,6,19,2013,PL/SC,BBLH,,M,V,8,,F1,,,,,,JUVENILE
1253,6,19,2013,PL/SC,BBLH,,M,V,8,,P,4,Upper,MESQUITE,,,JUVENILE
1254,6,19,2013,PL/SC,BBLH,,F,V,6,W,F1,,,,,,MOTHER
1255,6,19,2013,PL/SC,BBLH,,F,V,6,W,P,4,Upper,MESQUITE,,,MOTHER
1256,6,19,2013,PL/SC,BBLH,,F,V,6,W,MF,,,,,,"""MOTHER, FEEDING"""
1257,6,19,2013,PL/SC,BBLH,,F,V,6,W,F1,,,,,,MOTHER
1258,6,19,2013,PL/SC,BBLH,,M,V,10,N,F1,,,,,,ADULT
1259,6,19,2013,PL/SC,BBLH,,M,V,10,N,P,6,Upper,,,,ADULT
1260,6,19,2013,PL/SC,BBLH,,M,V,10,N,F1,,,,,,ADULT
1266,6,19,2013,PL/SC,BBLH,,M,V,5,,H,5,,,,,
1267,6,19,2013,PL/SC,BBLH,,M,V,5,,F1,5,,,,,
1268,6,19,2013,PL/SC,BBLH,,M,V,5,,P,5,Upper,MESQUITE,Shade,,
1269,6,19,2013,PL/SC,BBLH,,M,V,5,,F1,5,,,,,
1270,6,19,2013,PL/SC,BBLH,,M,V,5,,H,6,,,,,
1271,6,19,2013,PL/SC,BBLH,,M,V,5,,F1,5,,,,,
1272,6,19,2013,PL/SC,BBLH,,M,V,5,,P,6,Upper,MESQUITE,Shade,,
1273,6,19,2013,PL/SC,BBLH,,U,V,16.5,S,H,5,,,,,JUVENILE
1274,6,19,2013,PL/SC,BBLH,,U,V,16.5,S,F1,3,,,,,JUVENILE
1275,6,19,2013,PL/SC,BBLH,,U,V,16.5,S,P,3.5,Lower,,,,JUVENILE
1276,6,19,2013,PL/SC,BBLH,,U,V,16.5,S,F1,3,,,,,JUVENILE
1277,6,19,2013,PL/SC,BBLH,,U,V,16.5,S,P,3.5,Lower,,,,JUVENILE
1710,7,3,2013,PL/SC,BBLH,,M,V,3,E,F1,,,,,,
1711,7,3,2013,PL/SC,BBLH,,M,V,3,E,H,3,,,,,
1712,7,3,2013,PL/SC,BBLH,,M,V,3,E,F1,,,,,,
1713,7,3,2013,PL/SC,BBLH,,F,V,5,W,F1,,,,,,
1714,7,3,2013,PL/SC,BBLH,,F,V,5,W,H,1.799999952,,,,,
1715,7,3,2013,PL/SC,BBLH,,F,V,5,W,F1,,,,,,
1716,7,3,2013,PL/SC,BBLH,,F,V,5,W,P,2,Top,MESQUITE,Shade,,
1717,7,3,2013,PL/SC,BBLH,,F,V,5,W,F1,,,,,,
1718,7,3,2013,PL/SC,BBLH,,F,V,5,W,H,1.799999952,,,,,
1719,7,3,2013,PL/SC,BBLH,,F,V,5,W,F1,,,,,,
1720,7,3,2013,PL/SC,BBLH,,U,V,10,N,F1,6,,,,,
1721,7,3,2013,PL/SC,BBLH,,U,S,15,S,V,,,,,,
1722,7,3,2013,PL/SC,BBLH,,U,C,26,NW,FO,,,,,,CAME FROM FEEDERS
1723,7,3,2013,PL/SC,BBLH,,F,V,20,E,F1,,,,,,
1724,7,3,2013,PL/SC,BBLH,,F,V,20,E,H,1.5,,,Sun,,
1725,7,3,2013,PL/SC,BBLH,,F,V,20,E,F1,,,,,,
1758,7,1,2013,PL/SC,BBLH,1,F,V,6,,F1,,,,,,
1759,7,1,2013,PL/SC,BBLH,1,F,V,6,,P,1,Lower,JUNIPER,,,WITH A BAND
1760,7,1,2013,PL/SC,BBLH,2,M,V,6,W,H,,,,,,JUVENILE
1761,7,1,2013,PL/SC,BBLH,2,M,V,6,W,P,3,Middle,JUNIPER,,,JUVENILE
1762,7,1,2013,PL/SC,BBLH,2,M,V,6,W,F1,,,,,,JUVENILE
1764,7,1,2013,PL/SC,BBLH,,U,V,8,,FO,,,,,,
1765,7,3,2013,PL/SC,BBLH,,U,V,17,W,FO,,,,,,
1766,7,3,2013,PL/SC,BBLH,,M,V,,,HG,4.300000191,Middle,CELTIS,Shade,,JUVENILE
1767,7,3,2013,PL/SC,BBLH,,M,V,2,W,H,1.600000024,,,,,
1768,7,3,2013,PL/SC,BBLH,,M,V,2,W,F1,,,,,,
1769,7,3,2013,PL/SC,BBLH,,M,V,8,,F1,,,,,,
1770,7,3,2013,PL/SC,BBLH,,M,V,8,,P,10,Upper,ASH,,,
1771,7,3,2013,PL/SC,BBLH,,U,V,,S,FO,,,,,,
1773,7,3,2013,PL/SC,BBLH,,M,V,17,W,F1,,,,,,
1774,7,3,2013,PL/SC,BBLH,,M,V,17,W,P,18,Upper,COTTONWOOD,Shade,,
1775,7,3,2013,PL/SC,BBLH,,M,V,17,W,F1,,,,,,
1776,7,3,2013,PL/SC,BBLH,1,M,V,34,E,AG,,,,,,
1777,7,3,2013,PL/SC,BBLH,2,M,V,34,E,CD,,,,,,
1778,7,3,2013,PL/SC,BBLH,,F,V,4,SW,P,5,Middle,SALIX,Shade,,
1779,7,3,2013,PL/SC,BBLH,,F,V,4,SW,F1,,,,,,
1780,7,3,2013,PL/SC,BBLH,,F,V,4,SW,P,4,Middle,COTTONWOOD,Shade,,
1781,7,3,2013,PL/SC,BBLH,,F,V,4,SW,F1,,,,,,
1785,7,3,2013,PL/SC,BBLH,,U,,17,SE,FO,,,,,,
1787,7,3,2013,PL/SC,BBLH,,M,,,E,FO,,,,,,
1788,7,3,2013,PL/SC,BBLH,,F,V,4,NE,F1,10,,,Sun,,
1789,7,3,2013,PL/SC,BBLH,,F,V,4,NE,CM,10,Upper,SALIX,,,
1790,7,3,2013,PL/SC,BBLH,,F,V,4,NE,F1,,,,,,
1795,7,3,2013,PL/SC,BBLH,,M,V,8,,F1,,,MESQUITE,,,
1798,7,3,2013,PL/SC,BBLH,2,M,V,8,E,F1,3,Middle,MESQUITE,Shade,,
1799,7,3,2013,PL/SC,BBLH,2,F,V,11.5,W,P,4,Middle,CELTIS,Sun,,
1800,7,3,2013,PL/SC,BBLH,2,F,V,11.5,W,F1,,,,,,
1815,7,1,2013,PL/SC,BBLH,,F,V,4,NW,F1,,,,,,
1816,7,1,2013,PL/SC,BBLH,,F,V,4,NW,FN,1,Top,WHITE NICOTIANA,,5,NOT ENOUGH FLOWERS TO TAKE THE NECTAR.
1824,7,1,2013,PL/SC,BBLH,,F,V,5,N,F1,,,,,,
1825,7,1,2013,PL/SC,BBLH,,F,V,5,N,P,2,Middle,ASH,Shade,,
1826,7,1,2013,PL/SC,BBLH,,F,V,5,N,CM,2,Middle,ASH,Shade,,
1827,7,1,2013,PL/SC,BBLH,,F,V,5,N,F1,,,,,,
1828,7,1,2013,PL/SC,BBLH,,F,V,8,SE,FN,1.5,Upper,NICOTIANA GLAUCA,Sun,2,
1829,7,1,2013,PL/SC,BBLH,,F,V,8,SE,F1,,,,,,
1830,7,1,2013,PL/SC,BBLH,,M,V,6,W,F1,,,,,,
1831,7,1,2013,PL/SC,BBLH,,M,V,6,W,P,4,Middle,GRAYTHORN,Shade,,
1832,7,1,2013,PL/SC,BBLH,,M,V,6,W,F1,,,,,,
1833,7,1,2013,PL/SC,BBLH,1,F,,10,E,FN,,Top,WHITE NICOTIANA,Sun,6,
1834,7,1,2013,PL/SC,BBLH,1,F,,10,E,F1,,,,,,
1835,7,1,2013,PL/SC,BBLH,2,F,,15,NE,F1,,,,,,
1836,7,1,2013,PL/SC,BBLH,2,F,,15,NE,P,,,MESQUITE,Sun,,
1840,7,1,2013,PL/SC,BBLH,,M,,2.5,,P,3,Top,SALIX,Shade,,GROOMING
1841,7,1,2013,PL/SC,BBLH,,F,V,,,P,,Middle,SALIX,Shade,,
1842,7,1,2013,PL/SC,BBLH,,F,V,,,F1,,,,,,
1843,7,1,2013,PL/SC,BBLH,,F,V,,,P,,,,,,
1844,7,1,2013,PL/SC,BBLH,,F,V,,,FN,,Top,NICOTIANA GLAUCA,Sun,40,
1846,7,1,2013,PL/SC,BBLH,1,M,V,7,NW,F1,,,,,,
1847,7,1,2013,PL/SC,BBLH,1,M,V,7,NW,CD,,,,,,
1848,7,1,2013,PL/SC,BBLH,1,M,V,7,NW,F1,,,,,,
1849,7,1,2013,PL/SC,BBLH,2,M,V,7,NW,AG,,,,,,
1850,7,1,2013,PL/SC,BBLH,2,M,V,7,NW,P,2,Top,MESQUITE,Sun,,
1851,7,1,2013,PL/SC,BBLH,2,M,V,7,NW,F1,,,,,,
1853,7,1,2013,PL/SC,BBLH,1,M,V,10,NW,H,,,,,,
1854,7,1,2013,PL/SC,BBLH,1,M,V,10,NW,P,2,Lower,MESQUITE,Sun,,
1855,7,1,2013,PL/SC,BBLH,2,F,V,6,,P,2,Lower,MESQUITE,Shade,,
1856,7,1,2013,PL/SC,BBLH,2,F,V,6,,H,,,,,,
1857,7,1,2013,PL/SC,BBLH,2,F,V,6,,MF,,,,,,FEEDING JUVENILE
1858,7,1,2013,PL/SC,BBLH,2,F,V,6,,P,,,,,,
1859,7,1,2013,PL/SC,BBLH,3,M,V,6,,H,,,,,,JUVENILE
1860,7,1,2013,PL/SC,BBLH,3,M,V,6,,P,4,Lower,MESQUITE,Shade,,JUVENILE
1861,7,1,2013,PL/SC,BBLH,3,M,V,6,,JE,,,,,,"""JUVENILE, EATING FROM MOTHER"""
1862,7,1,2013,PL/SC,BBLH,4,U,V,6,,H,,,,,,JUVENILE
1863,7,1,2013,PL/SC,BBLH,4,U,V,6,,P,4,Lower,MESQUITE,Shade,,JUVENILE
1864,7,1,2013,PL/SC,BBLH,4,U,V,6,,H,,,,,,JUVENILE
1868,7,1,2013,PL/SC,BBLH,,M,V,7,SE,F1,,,,,,
1869,7,1,2013,PL/SC,BBLH,,M,V,7,SE,P,9,Top,CELTIS,Sun,,
1870,7,1,2013,PL/SC,BBLH,,M,V,7,SE,F1,,,,,,
1876,7,1,2013,PL/SC,BBLH,,M,V,5,NW,P,9,Upper,COTTONWOOD,Sun,,
1877,7,1,2013,PL/SC,BBLH,,M,V,5,NW,V,,,,,,
1878,7,1,2013,PL/SC,BBLH,,M,V,5,NW,F1,,,,,,
1881,7,1,2013,PL/SC,BBLH,1,M,V,7,,P,4,Middle,CELTIS,Shade,,JUVENILE
1882,7,1,2013,PL/SC,BBLH,1,M,V,7,,JE,4,Middle,CELTIS,Shade,,"""JUVENILE, EATING FROM MOTHER"""
1883,7,1,2013,PL/SC,BBLH,1,M,V,7,,F1,,,,,,JUVENILE
1884,7,1,2013,PL/SC,BBLH,2,F,V,7,SW,P,5,Middle,CELTIS,,,
1885,7,1,2013,PL/SC,BBLH,2,F,V,7,SW,F1,,,,,,
1886,7,1,2013,PL/SC,BBLH,2,F,V,7,SW,MF,4,Middle,CELTIS,,,FEEDING JUVENILE
1887,7,1,2013,PL/SC,BBLH,2,F,V,7,SW,CD,,,,,,
1888,7,1,2013,PL/SC,BBLH,3,U,V,7,W,F1,,,,,,JUVENILE
1889,7,1,2013,PL/SC,BBLH,3,U,V,7,W,P,4,Middle,CELTIS,,,JUVENILE
1890,7,1,2013,PL/SC,BBLH,3,U,V,7,W,F1,,,,,,JUVENILE
1891,7,1,2013,PL/SC,BBLH,,F,V,6,SW,H,,,,,,
1892,7,1,2013,PL/SC,BBLH,,F,V,6,SW,P,2,Middle,CELTIS,Shade,,
1893,7,1,2013,PL/SC,BBLH,,F,V,6,SW,F1,,,,,,
1894,7,1,2013,PL/SC,BBLH,1,F,V,7,,H,,,,,,
1895,7,1,2013,PL/SC,BBLH,1,F,V,7,,P,5,Upper,CELTIS,Shade,,
1896,7,1,2013,PL/SC,BBLH,1,F,V,7,,F1,,,,,,
1897,7,1,2013,PL/SC,BBLH,1,F,V,7,,H,6,Upper,MESQUITE,Shade,,
1898,7,1,2013,PL/SC,BBLH,1,F,V,7,,AG,,,,,,
1899,7,1,2013,PL/SC,BBLH,1,F,V,7,,P,5,Upper,CELTIS,Shade,,
1900,7,1,2013,PL/SC,BBLH,2,M,V,7,,P,2.5,Middle,CELTIS,Shade,,JUVENILE
1901,7,1,2013,PL/SC,BBLH,2,M,V,7,,H,,,,,,JUVENILE
1902,7,1,2013,PL/SC,BBLH,2,M,V,7,,P,2.5,Middle,CELTIS,Shade,,JUVENILE
1903,7,1,2013,PL/SC,BBLH,2,M,V,7,,F1,,,,,,
2500,7,15,2013,PL/SC,BBLH,,U,S,15,,V,,,,,,
2518,7,15,2013,PL/SC,BBLH,,U,V,15,E,H,,,,,,
2519,7,15,2013,PL/SC,BBLH,,U,V,15,E,P,8,Upper,MESQUITE,Shade,,
2520,7,15,2013,PL/SC,BBLH,,U,V,15,E,F1,,,,,,
2521,7,15,2013,PL/SC,BBLH,,U,V,15,E,P,6,Top,MESQUITE,Shade,,
2522,7,15,2013,PL/SC,BBLH,,U,V,15,E,F1,,,,,,
2523,7,15,2013,PL/SC,BBLH,,U,V,15,E,P,5,Upper,MESQUITE,Shade,,
2524,7,15,2013,PL/SC,BBLH,,U,V,15,E,F1,,,,,,
2525,7,15,2013,PL/SC,BBLH,,M,V,15,E,H,,,,,,JUVENILE.
2526,7,15,2013,PL/SC,BBLH,,M,V,15,E,P,5,Upper,UNKNOWN,,,JUVENILE. PERCHED IN A DEAD TREE.
2527,7,15,2013,PL/SC,BBLH,,M,V,15,E,F1,,,,,,JUVENILE.
2528,7,15,2013,PL/SC,BBLH,,M,V,15,E,P,2.5,Top,SEEP WILLOW,,,JUVENILE.
2529,7,15,2013,PL/SC,BBLH,,M,V,15,E,F1,,,,,,JUVENILE.
2530,7,15,2013,PL/SC,BBLH,,M,V,15,E,P,3,Top,UNKNOWN,,,JUVENILE. PERCHED IN A DEAD TREE.
2531,7,15,2013,PL/SC,BBLH,,M,V,15,E,F1,,,,,,JUVENILE.
2532,7,15,2013,PL/SC,BBLH,,M,V,14.5,W,P,3,Top,MESQUITE,Sun,,
2533,7,15,2013,PL/SC,BBLH,,M,V,14.5,W,F1,,,,,,
2534,7,15,2013,PL/SC,BBLH,,M,V,14.5,W,P,3,Top,MESQUITE,Sun,,
2535,7,15,2013,PL/SC,BBLH,,M,V,14.5,W,F1,,,,,,
2536,7,15,2013,PL/SC,BBLH,,M,V,14.5,W,P,4,Top,MESQUITE,Sun,,
2537,7,15,2013,PL/SC,BBLH,,M,V,14.5,W,F1,,,,,,
2538,7,15,2013,PL/SC,BBLH,,M,V,20,W,FO,,,,,,
2539,7,15,2013,PL/SC,BBLH,1,M,V,10,W,FO,,,,,,
2540,7,15,2013,PL/SC,BBLH,2,U,S,20,,V,,,,,,
2541,7,15,2013,PL/SC,BBLH,1,M,V,13.5,N,AG,,,,,,AG AGAINST A BBLH MALE
2542,7,15,2013,PL/SC,BBLH,1,M,V,13.5,N,P,6,Upper,SALIX,Shade,,
2543,7,15,2013,PL/SC,BBLH,1,M,V,13.5,N,AG,,,,,,
2544,7,15,2013,PL/SC,BBLH,1,M,V,13.5,N,F1,,,,,,
2545,7,15,2013,PL/SC,BBLH,2,M,V,14,N,CD,,,,,,CD BY A BBLH MALE.
2546,7,15,2013,PL/SC,BBLH,2,M,V,14,N,P,5,Middle,ASH,Shade,,
2547,7,15,2013,PL/SC,BBLH,2,M,V,14,N,F1,,,,,,
2549,7,15,2013,PL/SC,BBLH,,F,V,20,SW,F1,,,,,,
2550,7,15,2013,PL/SC,BBLH,,F,V,20,SW,P,10,,,,,
2551,7,15,2013,PL/SC,BBLH,,F,V,20,SW,F1,,,,,,
2555,7,15,2013,PL/SC,BBLH,,M,V,6,N,F1,,,,,,
2556,7,15,2013,PL/SC,BBLH,,M,V,6,N,P,10,,COTTONWOOD,,,PERCHED IN A DRY COTTONWOOD.
2557,7,15,2013,PL/SC,BBLH,,M,V,6,N,F1,,,,,,
2562,7,15,2013,PL/SC,BBLH,2,U,V,10,W,FO,,,,,,
2563,7,15,2013,PL/SC,BBLH,,M,C,15,S,V,,,,,,
2564,7,15,2013,PL/SC,BBLH,1,M,V,11,N,AG,3,,,Sun,,
2565,7,15,2013,PL/SC,BBLH,2,M,V,11,N,CD,3,,,Sun,,
2566,7,15,2013,PL/SC,BBLH,,F,V,8,E,FO,,,,Sun,,
2567,7,15,2013,PL/SC,BBLH,1,M,V,17,SW,AG,,,,Sun,,
2568,7,15,2013,PL/SC,BBLH,2,M,V,17,SW,CD,,,,Sun,,
2573,7,15,2013,PL/SC,BBLH,,M,V,10,S,H,1.5,,,,,JUVENILE.
2574,7,15,2013,PL/SC,BBLH,,M,V,10,S,HG,1,Upper,FORBS,Shade,,JUVENILE.
2575,7,15,2013,PL/SC,BBLH,,M,V,10,S,F1,,,,,,JUVENILE.
2576,7,15,2013,PL/SC,BBLH,,M,V,10,S,HG,2.5,Upper,MESQUITE,Shade,,JUVENILE.
2577,7,15,2013,PL/SC,BBLH,,M,V,10,S,F1,,,,,,JUVENILE.
2578,7,15,2013,PL/SC,BBLH,,U,V,15,E,FO,,,,,,
2579,7,16,2013,PL/SC,BBLH,,U,S,14,S,FO,,,,,,
2580,7,16,2013,PL/SC,BBLH,,U,S,10,E,V,,,,,,
2581,7,16,2013,PL/SC,BBLH,,M,V,25,E,P,3,Upper,JUNIPER,Shade,,
2582,7,16,2013,PL/SC,BBLH,,M,V,25,E,F1,,,,,,
2584,7,16,2013,PL/SC,BBLH,,U,S,11,SE,FO,,,,,,
2587,7,16,2013,PL/SC,BBLH,,M,V,9,S,FN,3.5,Top,OCOTILLO,Sun,8,
2588,7,16,2013,PL/SC,BBLH,,M,V,9,S,F1,,,,,,
2589,7,16,2013,PL/SC,BBLH,,F,V,4,W,FO,2,,,Shade,,CLOUDY.
2590,7,16,2013,PL/SC,BBLH,,M,V,6,NE,FO,4,,,,,
2613,7,16,2013,PL/SC,BBLH,,F,V,6,N,HH,6,,,,,OVER WATER.
2614,7,16,2013,PL/SC,BBLH,,F,V,6,N,F1,,,,,,
2615,7,16,2013,PL/SC,BBLH,,U,V,10,NE,F1,,,,,,JUVENILE.
2616,7,16,2013,PL/SC,BBLH,,U,V,10,NE,H,1.299999952,Upper,SEEP WILLOW,Sun,,"""JUVENILE. TRIED TO FORAGE ON A DRY, ORANGE SEEP WILLOW LEAF."""
2617,7,16,2013,PL/SC,BBLH,,U,V,10,NE,F1,,,,,,JUVENILE.
2618,7,16,2013,PL/SC,BBLH,,U,V,10,NE,P,4,Middle,UNKNOWN,,,JUVENILE. PERCHED IN DRY TREE.
2619,7,16,2013,PL/SC,BBLH,,U,V,10,NE,F1,,,,,,JUVENILE.
2620,7,16,2013,PL/SC,BBLH,,F,V,6,E,SG,7,Upper,UNKNOWN,,,IN A DRY TREE.
2621,7,16,2013,PL/SC,BBLH,,F,V,6,E,F1,,,,,,
2622,7,16,2013,PL/SC,BBLH,,F,V,6,E,P,6,Upper,CELTIS,Shade,,
2623,7,16,2013,PL/SC,BBLH,,F,V,6,E,F1,,,,,,
2624,7,16,2013,PL/SC,BBLH,1,M,V,6,S,F1,,,,,,
2625,7,16,2013,PL/SC,BBLH,1,M,V,6,S,P,4,Middle,UNKNOWN,,,DRY TREE.
2626,7,16,2013,PL/SC,BBLH,1,M,V,6,S,HH,4,,,,,OVER GRASS.
2627,7,16,2013,PL/SC,BBLH,1,M,V,6,S,CD,,,,,,F1
2628,7,16,2013,PL/SC,BBLH,2,M,V,6,E,AG,,,,,,
2629,7,16,2013,PL/SC,BBLH,2,M,V,6,E,F1,,,,,,
2636,7,16,2013,PL/SC,BBLH,,U,C,15,N,FO,,,,,,FLYING AWAY FROM FEEDERS.
2637,7,16,2013,PL/SC,BBLH,,U,C,10,N,FO,,,,,,FLYING AWAY FROM FEEDERS.
